dataset,sweep,model,config,roc_mean,roc_std,pr_mean,pr_std,time_mean,time_std
mnist,Split_geometry_ndim,IF,ndim1_random,0.8235598187123611,0.0020843716042320483,0.294350071024146,0.0027893941230454525,0.034273529052734376,0.0005896257783030134
mnist,Split_geometry_ndim,EIF,ndim2_random,0.8267463835599429,0.0041945729924083505,0.3097144519940894,0.010216619596967196,0.09920356273651124,0.003523308123891578
mnist,FCF_trees_and_samplesize,FCF,FCF_t100_s256,0.7948561495002172,0.004266052772333432,0.262546910752884,0.003800177126840035,0.1658700704574585,0.005913509401150466
mnist,FCF_trees_and_samplesize,FCF,FCF_t200_s256,0.7919672606113284,0.0008106611252140613,0.2515705282183501,0.0008006810941970497,0.3489422559738159,0.009656636163530144
mnist,FCF_trees_and_samplesize,FCF,FCF_t200_s128,0.788289936052648,0.0014409561958259127,0.25321525876633566,0.002226889671610363,0.2589762210845947,0.008863418585000532
mnist,FCF_trees_and_samplesize,FCF,FCF_t200_s512,0.7933579913495168,0.0012020426919072172,0.2734902471230844,0.0023319991070893994,0.5620741844177246,0.012499719388085254
mnist,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry1_pen0,0.8308734504666709,0.0025776758109380387,0.28497871526570623,0.003980623249541565,0.10089812278747559,0.0029765332310880462
mnist,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry10_pen0,0.8212874733552699,0.0030345773652716733,0.32224590975395107,0.006727615276284187,0.1856332540512085,0.0036737589810973866
mnist,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry10_pen1,0.8207780468119452,0.0030546541767148185,0.3217884489996313,0.006635921970166654,0.18897759914398193,0.0022532130122050777
mnist,Scoring_metric,IF,IF_score_depth,0.8235598187123611,0.0020843716042320483,0.294350071024146,0.0027893941230454525,0.03465583324432373,0.0007310882288468111
mnist,Scoring_metric,IF,IF_score_density,0.7811265288383933,0.0034988022676287127,0.25873388430194444,0.0040935741918759795,0.03522176742553711,0.0009807071114446653
